Wall time,Step,Value
1589908035.6155655,1,2.667594938027952
1589908134.6540616,51,3.9817115135404446
1589908142.4332,101,1.592454862156835
1589908212.6362147,151,2.448050894019348
1589908220.370367,201,1.8743307868865648
1589908285.274791,251,3.6906150049076576
1589908293.6658518,301,1.9450118781877193
1589908358.9164858,351,2.6094583948208507
1589908366.6190176,401,3.2920223132501922
1589908434.7752044,451,1.0734740180405276
1589908442.6377625,501,2.020876037940301
1589908510.3238144,551,2.9758005556869715
1589908521.2335556,601,1.775876179401409
1589908657.3814585,651,2.2179813380040243
1589908665.4202852,701,4.070854280301697
1589908725.2180727,751,3.201370800194311
1589908733.233419,801,1.0867030502982153
1589908800.3247604,851,3.331223203639426
1589908811.5588734,901,2.6509623111192164
1589908926.2536376,951,-0.2832515211822173
1589908934.1385825,1001,2.294533315174818
1589909001.964958,1051,6.40630133546024
1589909010.1670024,1101,5.541854194772232
1589909075.9777105,1151,1.7679751161454622
1589909084.00031,1201,3.6437139409373125
1589909149.8308768,1251,1.2386919210987588
1589909157.604085,1301,2.3700907734786467
1589909223.9103112,1351,-0.4034900191468087
1589909231.8020651,1401,6.070707342695872
1589909298.9300814,1451,3.6995441313262676
1589909306.2955694,1501,2.106066740618938
1589909372.6115036,1551,6.186887127839816
1589909380.7508328,1601,3.2773076023548295
1589909443.7504337,1651,0.49155456926422003
1589909451.5219302,1701,2.1914383511424536
1589909521.5233426,1751,5.758366894965098
1589909529.733951,1801,3.0602448850200026
1589909596.9892526,1851,8.732641008427112
1589909604.9114487,1901,7.035204590367778
1589909673.0977268,1951,0.956039993131244
1589909680.4698553,2001,3.1793253409297475
1589909741.2894773,2051,6.407815591537329
1589909749.3298552,2101,-3.0085948481276574
1589909819.5191245,2151,6.611002209763868
1589909827.540534,2201,-1.9495251796565016
