Wall time,Step,Value
1589908035.6155655,1,3.7092953110177516
1589908134.6540616,51,2.0320796996869825
1589908142.4332,101,1.6580696033760836
1589908212.6362147,151,1.8511938250995272
1589908220.370367,201,3.465787571289243
1589908285.274791,251,-0.25853738861456144
1589908293.6658518,301,1.9491839759773264
1589908358.9164858,351,2.7421578496900136
1589908366.6190176,401,2.92450372788789
1589908434.7752044,451,2.6149067783285425
1589908442.6377625,501,1.8833869332303235
1589908510.3238144,551,4.588702351908598
1589908521.2335556,601,2.5468425949503066
1589908657.3814585,651,1.716287007685477
1589908665.4202852,701,3.782871123919868
1589908725.2180727,751,0.7128394312540935
1589908733.233419,801,2.1612813419293664
1589908800.3247604,851,5.615293670208468
1589908811.5588734,901,5.570095590756328
1589908926.2536376,951,3.4965738778839173
1589908934.1385825,1001,3.1932575806300925
1589909001.964958,1051,3.112133746898264
1589909010.1670024,1101,1.1469413142878242
1589909075.9777105,1151,4.551191760337795
1589909084.00031,1201,6.357769867101476
1589909149.8308768,1251,2.450983723183409
1589909157.604085,1301,2.1409719449284843
1589909223.9103112,1351,1.905163052139811
1589909231.8020651,1401,2.8017927538200604
1589909298.9300814,1451,2.9036434738759156
1589909306.2955694,1501,5.938934687461759
1589909372.6115036,1551,3.654512464895566
1589909380.7508328,1601,-2.6556827826355405
1589909443.7504337,1651,0.7184408064615604
1589909451.5219302,1701,10.329762477170071
1589909521.5233426,1751,4.247979494907925
1589909529.733951,1801,8.756628426007088
1589909596.9892526,1851,10.693795507729533
1589909604.9114487,1901,1.9532564808840982
1589909673.0977268,1951,3.8408827596715938
1589909680.4698553,2001,7.257157113168436
1589909741.2894773,2051,10.750288262749883
1589909749.3298552,2101,9.702363450388997
1589909819.5191245,2151,-1.1736418824413892
1589909827.540534,2201,0.13000762829114532
