Wall time,Step,Value
1589908035.6155655,1,2.7436394691467285
1589908134.6540616,51,2.438398599624634
1589908142.4332001,101,2.543036460876465
1589908212.6362147,151,2.395084857940674
1589908220.370367,201,2.3670618534088135
1589908285.274791,251,2.2647600173950195
1589908293.6658518,301,2.238034725189209
1589908358.9164858,351,2.28092885017395
1589908366.6190174,401,2.597395420074463
1589908434.7752044,451,2.498978614807129
1589908442.6377625,501,2.600435733795166
1589908510.3238146,551,2.459782361984253
1589908521.2335556,601,2.2154908180236816
1589908657.3814583,651,2.198908805847168
1589908665.4202852,701,2.462373971939087
1589908725.2180727,751,2.481396198272705
1589908733.233419,801,2.4621849060058594
1589908800.3247604,851,2.351625442504883
1589908811.5588734,901,2.538486957550049
1589908926.2536376,951,2.202730178833008
1589908934.1385825,1001,1.9904046058654785
1589909001.964958,1051,2.4738926887512207
1589909010.1670024,1101,2.289905071258545
1589909075.9777105,1151,2.328366279602051
1589909084.00031,1201,2.6916940212249756
1589909149.8308768,1251,2.3692493438720703
1589909157.604085,1301,2.1226236820220947
1589909223.9103112,1351,2.427539348602295
1589909231.802065,1401,2.901059150695801
1589909298.9300811,1451,2.773768901824951
1589909306.2955692,1501,2.613157033920288
1589909372.6115034,1551,2.4692249298095703
1589909380.7508328,1601,3.073870897293091
1589909443.7504334,1651,2.3308615684509277
1589909451.5219302,1701,2.2376437187194824
1589909521.5233426,1751,2.820645809173584
1589909529.733951,1801,2.960017204284668
1589909596.9892523,1851,2.609337091445923
1589909604.9114487,1901,2.752279043197632
1589909673.0977268,1951,3.015911102294922
1589909680.4698553,2001,2.4940543174743652
1589909741.2894773,2051,2.6959099769592285
1589909749.3298552,2101,2.7029104232788086
1589909819.5191243,2151,2.338101387023926
1589909827.540534,2201,2.2335267066955566
1589909893.7301228,2251,2.4864115715026855
1589909901.4730508,2301,2.325839042663574
1589909966.9882524,2351,2.750515937805176
1589909974.7685294,2401,2.167466878890991
1589910044.3028207,2451,2.214115619659424
1589910052.00092,2501,2.6002707481384277
1589910116.469441,2551,2.4862473011016846
1589910124.010964,2601,2.5177855491638184
1589910191.6104805,2651,2.752403736114502
1589910199.8631308,2701,2.896353244781494
1589910264.9623592,2751,2.4043123722076416
1589910272.6787329,2801,3.2639284133911133
1589910339.0764096,2851,2.5259337425231934
1589910347.0395238,2901,2.8015201091766357
1589910415.4944468,2951,2.2187001705169678
1589910423.1779368,3001,2.609928607940674
1589910487.9718466,3051,2.784583568572998
1589910496.2073674,3101,2.9603896141052246
1589910563.6532035,3151,2.9644224643707275
1589910571.5792115,3201,2.6000280380249023
1589910636.311391,3251,2.3463034629821777
1589910644.743249,3301,2.720473051071167
1589910710.0834947,3351,2.5432076454162598
1589910718.106037,3401,2.6225826740264893
1589910781.7230406,3451,3.0347771644592285
1589910789.2148523,3501,2.691770076751709
1589910861.8397326,3551,2.406299114227295
1589910870.400234,3601,2.750387191772461
1589910933.486047,3651,2.4365687370300293
1589910941.1386397,3701,2.5643575191497803
1589911011.2516022,3751,3.1038894653320312
1589911019.2446544,3801,3.0615310668945312
1589911085.6838589,3851,2.3211252689361572
1589911093.276363,3901,2.8863210678100586
1589911157.2409499,3951,2.6328952312469482
1589911165.0043867,4001,2.2978737354278564
1589911231.2512348,4051,2.824577569961548
1589911238.747296,4101,2.7035036087036133
1589911307.2883701,4151,2.584991455078125
1589911315.5087318,4201,2.1567206382751465
1589911387.1816556,4251,2.80603289604187
1589911395.0132782,4301,3.0754404067993164
1589911460.9226267,4351,2.1983373165130615
1589911468.6830528,4401,2.5640039443969727
1589911539.2835248,4451,2.9730801582336426
1589911547.0398986,4501,2.6123228073120117
1589911612.379726,4551,3.054924964904785
1589911620.1254997,4601,2.6197896003723145
1589911685.9284875,4651,2.7487640380859375
1589911693.8775775,4701,2.724064350128174
1589911762.1127512,4751,2.6587324142456055
1589911770.0195818,4801,2.379641056060791
1589911835.3171406,4851,2.6141505241394043
1589911843.0598485,4901,3.312368392944336
1589911910.7724373,4951,3.015805244445801
1589911918.4576974,5001,2.3618643283843994
1589911985.0069575,5051,3.022890567779541
1589911993.2590704,5101,2.7867932319641113
1589912060.6168263,5151,2.295839548110962
1589912068.3378253,5201,2.4635305404663086
1589912132.2498875,5251,3.0511343479156494
1589912140.3049395,5301,2.6779308319091797
1589912207.9213414,5351,3.4134442806243896
1589912215.5754535,5401,2.332627296447754
1589912279.7770655,5451,2.4147891998291016
1589912288.028355,5501,2.66005539894104
1589912359.9976046,5551,2.8309779167175293
1589912368.1418967,5601,2.8732199668884277
1589912434.5412598,5651,3.471803665161133
1589912442.0389793,5701,2.5653204917907715
1589912510.3518844,5751,3.6046807765960693
1589912518.1274366,5801,2.939359188079834
1589912583.696446,5851,2.8807015419006348
1589912591.1320133,5901,2.7345471382141113
1589912658.0246043,5951,3.048987865447998
1589912666.2381306,6001,2.7683115005493164
1589912732.5558493,6051,2.5552942752838135
1589912740.4498198,6101,3.1705424785614014
1589912806.7202415,6151,3.351107120513916
1589912814.6689503,6201,2.8999814987182617
1589912883.363792,6251,2.6387016773223877
1589912891.2124112,6301,2.9326446056365967
1589912958.9930937,6351,3.105968952178955
1589912966.3904967,6401,2.5963263511657715
1589913032.9613807,6451,3.0839033126831055
1589913040.8417208,6501,2.7729086875915527
1589913107.4711,6551,3.1215412616729736
1589913118.6577587,6601,3.741705894470215
1589913253.9828913,6651,3.012295722961426
1589913262.1283443,6701,3.0068368911743164
1589913328.122478,6751,2.785287618637085
1589913336.6179774,6801,3.078578472137451
1589913408.2855127,6851,3.030036449432373
1589913416.5031056,6901,2.9504122734069824
1589913483.9525263,6951,2.581871747970581
1589913491.7337866,7001,2.675081491470337
1589913555.8554795,7051,3.5537726879119873
1589913566.6790333,7101,3.2798233032226562
