Wall time,Step,Value
1589812461.4019217,1,19.394428253173828
1589812674.3203435,101,20.685239791870117
1589812720.6257029,201,20.01230812072754
1589812772.9095228,301,16.606264114379883
1589812824.0433345,401,30.914825439453125
1589812867.4308908,501,20.822948455810547
1589812917.8176777,601,20.001447677612305
1589812962.5073178,701,20.398727416992188
1589813011.3738773,801,21.344661712646484
1589813077.9449587,901,14.462984085083008
1589813129.5281246,1001,16.764514923095703
1589814348.0857687,1101,19.739835739135742
1589814400.6623385,1201,21.639989852905273
1589814465.3420913,1301,21.17275619506836
1589814521.7893934,1401,26.956867218017578
1589814576.2993472,1501,21.157302856445312
1589814630.208292,1601,30.142906188964844
1589814674.9245205,1701,34.755035400390625
1589814729.2971992,1801,21.49129867553711
1589814789.8170943,1901,31.68097686767578
1589814837.7210522,2001,26.283546447753906
1589816122.2242675,2101,41.07987976074219
1589816176.5122344,2201,25.533796310424805
1589816232.0514054,2301,25.624500274658203
1589816281.6863897,2401,24.773164749145508
1589816333.1073074,2501,32.17508316040039
1589816394.5137708,2601,25.652921676635742
1589816443.1972835,2701,32.82646942138672
1589816509.4798338,2801,32.801109313964844
1589816566.229452,2901,24.259624481201172
1589816624.7736185,3001,22.19468879699707
1589817948.6929705,3101,30.83295440673828
1589817994.5022507,3201,23.362924575805664
1589818058.8465295,3301,31.01462173461914
1589818109.860473,3401,25.109712600708008
1589818160.3882492,3501,22.51735496520996
1589818214.343089,3601,37.33821487426758
1589818272.0513902,3701,31.63904571533203
1589818335.4784882,3801,27.51504135131836
1589818397.683236,3901,18.957481384277344
1589818452.5492034,4001,33.25493621826172
