Wall time,Step,Value
1590019003.1106946,1,6.403467078630838
1590019156.6969695,51,4.380603495200747
1590019166.6702812,101,2.128209038673964
1590019255.6877515,151,4.70506354537557
1590019265.5593355,201,4.104794287218772
1590019353.710278,251,4.118950682189201
1590019364.2112179,301,5.1936651472083355
1590019453.2217407,351,8.23006915832589
1590019463.7509284,401,10.455251202698914
1590019552.1045823,451,9.618448279254386
1590019562.0370095,501,9.602470782469075
1590019651.622101,551,11.586346909861865
1590019662.3108585,601,10.972976130363284
1590019750.7630286,651,11.076104186348331
1590019760.5236642,701,12.792891321940356
1590019851.0289822,751,15.69742713654662
1590019861.5606961,801,17.380636558027955
1590019959.034092,851,16.774220939871302
1590019969.9631526,901,18.290150393095463
1590020061.039283,951,17.175689947662992
1590020071.4657776,1001,12.391899470003903
1590020158.8663125,1051,13.677912481968171
1590020169.341934,1101,11.991844062719432
1590020257.685018,1151,14.053967901026091
1590020267.8355124,1201,12.383927428399936
1590020355.443819,1251,19.153786152417474
1590020365.922236,1301,19.495522167172407
1590020452.9780967,1351,21.580948965480083
1590020463.2053616,1401,24.111332165204054
1590020553.134859,1451,24.01816657873937
1590020563.7082806,1501,24.298949188749226
1590020650.4841664,1551,26.762219564671728
1590020660.4424546,1601,26.702910333517973
1590020749.5716689,1651,27.951282270728594
1590020759.3313198,1701,28.65654365347531
1590020848.3903828,1751,27.00767565782322
1590020858.3081336,1801,24.47868933514107
1590020946.2428484,1851,27.271216152523877
1590020956.9944627,1901,27.783728406241583
1590021044.481937,1951,28.120985252985616
1590021055.2872493,2001,28.48774459023183
1590021145.079135,2051,25.765935440830162
1590021154.7751665,2101,26.34767509093337
1590021244.1436367,2151,21.20011764618642
1590021255.2283506,2201,19.413534772304065
1590021342.5915296,2251,18.32899551266206
1590021352.8649273,2301,25.836302688956547
1590021443.205736,2351,26.624906241831553
1590021453.4866655,2401,33.21310861277252
1590021540.462114,2451,35.598964035427635
1590021550.5059235,2501,35.77368757601449
1590021638.2106614,2551,37.15835845366171
1590021648.4870968,2601,40.24375706466316
1590021735.9719775,2651,56.283256148396404
1590021746.0100493,2701,64.01107702136082
1590021832.7493482,2751,64.90672602243014
1590021842.8384533,2801,64.43514313651629
1590021931.2963376,2851,72.03545609408917
1590021941.1469483,2901,62.69319491407866
1590022030.4404461,2951,68.97232975047085
1590022041.2274525,3001,68.94204621815946
1590022127.2132106,3051,69.79473516411775
1590022136.9332225,3101,69.8118095302523
1590022227.2468774,3151,60.691055546761085
1590022237.7442346,3201,48.09820820940395
1590022324.9408712,3251,51.440948078692934
1590022335.3902311,3301,45.122769034753865
1590022420.8938038,3351,60.83543421847368
1590022431.2302294,3401,99.25933994141766
1590022520.585442,3451,102.83929624880618
1590022531.0690649,3501,130.08038675673575
1590022622.174282,3551,136.61759951945467
1590022632.3189466,3601,128.69982996723888
1590022719.772241,3651,118.16458461395119
1590022729.6893654,3701,135.4385880597943
1590022818.2372026,3751,139.0275960194508
1590022828.2454288,3801,145.98469505438243
1590022916.3415759,3851,139.43890647243535
1590023622.9177432,3801,120.06354013549713
1590023710.80809,3851,110.37415568203846
1590023720.0775108,3901,93.96115615857981
1590023809.7197454,3951,91.92721260418355
1590023819.9479449,4001,105.59931207106166
1590023909.1903832,4051,110.71819246360457
1590023919.880492,4101,111.392388362103
1590024008.5971014,4151,131.69672622014687
1590024019.1147456,4201,188.1177253452655
1590024108.0778332,4251,286.03700390670474
1590024118.1687393,4301,331.48939034538654
1590024205.8220882,4351,331.49248707071376
1590024216.6892905,4401,326.00882500550097
1590024305.787787,4451,305.52779026269803
1590024316.0222387,4501,218.22257810928585
1590024404.0048132,4551,231.90276844687605
1590024413.930075,4601,235.4305399374082
1590024501.7926738,4651,251.7721002085476
1590024512.2491212,4701,238.6128311995508
1590024601.8532796,4751,348.49871636148373
1590024611.8923655,4801,487.1431443416781
1590024703.6196387,4851,676.5993251111016
1590024714.1290774,4901,668.0158634673683
1590024804.7925391,4951,651.8186464420648
1590024815.0940206,5001,524.9685658693268
1590024902.9118836,5051,328.0669623192278
1590024912.9438574,5101,140.99053243786605
1590025001.5785007,5151,145.3298612703843
1590025012.144505,5201,167.32206429273333
1590025100.2078881,5251,191.7991699223862
1590025109.965372,5301,250.07880004986492
1590025200.4931285,5351,264.5526684135186
1590025210.8288445,5401,263.87825614083647
1590025298.9884682,5451,265.4732274786987
1590025309.7574868,5501,255.10547473633446
1590025399.100325,5551,222.18229969194724
