Wall time,Step,Value
1590019003.1106946,1,5.561483383178711
1590019156.6969697,51,3.938138008117676
1590019166.6702812,101,5.60597038269043
1590019255.6877515,151,5.2139506340026855
1590019265.5593357,201,5.397148132324219
1590019353.710278,251,8.595925331115723
1590019364.211218,301,7.342464447021484
1590019453.2217407,351,14.053814888000488
1590019463.7509284,401,10.243699073791504
1590019552.1045823,451,6.290415287017822
1590019562.0370097,501,13.114477157592773
1590019651.622101,551,11.949807167053223
1590019662.3108585,601,15.561933517456055
1590019750.7630284,651,11.9368896484375
1590019760.5236642,701,17.17316246032715
1590019851.0289822,751,30.624486923217773
1590019861.5606961,801,13.556328773498535
1590019959.034092,851,9.789969444274902
1590019969.9631526,901,20.7899227142334
1590020061.039283,951,13.197576522827148
1590020071.4657774,1001,9.354430198669434
1590020158.8663123,1051,12.216432571411133
1590020169.341934,1101,10.986517906188965
1590020257.685018,1151,20.634742736816406
1590020267.8355126,1201,13.738598823547363
1590020355.443819,1251,41.95481491088867
1590020365.922236,1301,17.496862411499023
1590020452.9780967,1351,16.58673667907715
1590020463.2053618,1401,25.903085708618164
1590020553.1348593,1451,15.571192741394043
1590020563.7082803,1501,41.04475784301758
1590020650.4841666,1551,32.09461212158203
1590020660.4424543,1601,24.419252395629883
1590020749.571669,1651,28.280542373657227
1590020759.33132,1701,21.34454917907715
1590020848.3903828,1751,22.24654769897461
1590020858.3081334,1801,32.08649826049805
1590020946.2428484,1851,27.929454803466797
1590020956.9944627,1901,30.84682273864746
1590021044.481937,1951,18.347501754760742
1590021055.2872496,2001,35.276878356933594
1590021145.079135,2051,12.867408752441406
1590021154.7751665,2101,22.991504669189453
1590021244.1436367,2151,19.60550308227539
1590021255.2283506,2201,14.001580238342285
1590021342.5915298,2251,31.579030990600586
1590021352.8649273,2301,37.44033432006836
1590021443.205736,2351,39.91383361816406
1590021453.4866655,2401,44.99235916137695
1590021540.4621139,2451,21.8826961517334
1590021550.5059235,2501,33.71333694458008
1590021638.2106616,2551,43.1623420715332
1590021648.4870968,2601,56.35660171508789
1590021735.9719775,2651,119.90697479248047
1590021746.0100496,2701,71.6777114868164
1590021832.7493482,2751,36.81497573852539
1590021842.8384533,2801,41.28274917602539
1590021931.2963374,2851,86.34391021728516
1590021941.1469483,2901,72.84463500976562
1590022030.440446,2951,105.31925201416016
1590022041.2274525,3001,33.00221633911133
1590022127.2132106,3051,57.35386657714844
1590022136.9332223,3101,72.20295715332031
1590022227.2468777,3151,27.960792541503906
1590022237.7442343,3201,46.29309844970703
1590022324.9408712,3251,44.48503112792969
1590022335.3902311,3301,42.955081939697266
1590022420.893804,3351,145.10540771484375
1590022431.2302296,3401,221.1345977783203
1590022520.585442,3451,56.908966064453125
1590022531.0690649,3501,189.548583984375
1590022622.174282,3551,66.60296630859375
1590022632.3189466,3601,102.45135498046875
1590022719.772241,3651,171.8350372314453
1590022729.6893654,3701,145.33624267578125
1590022818.2372024,3751,213.85174560546875
1590022828.245429,3801,100.683349609375
1590022916.341576,3851,59.24006271362305
1590023622.9177432,3801,77.30955505371094
1590023710.80809,3851,100.98116302490234
1590023720.0775108,3901,133.6811981201172
1590023809.7197454,3951,98.5531234741211
1590023819.947945,4001,122.8257827758789
1590023909.1903832,4051,87.99259948730469
1590023919.880492,4101,120.31151580810547
1590024008.5971014,4151,227.85321044921875
1590024019.1147454,4201,376.56829833984375
1590024108.0778332,4251,623.7340087890625
