Wall time,Step,Value
1590019003.1106946,1,5.736694802087223
1590019156.6969695,51,7.735069698251603
1590019166.6702812,101,5.40267892346991
1590019255.6877515,151,4.7663559158249775
1590019265.5593355,201,6.065139610039997
1590019353.710278,251,6.23291438485936
1590019364.2112179,301,6.85118627588275
1590019453.2217407,351,8.727511279708592
1590019463.7509284,401,11.183153939280224
1590019552.1045823,451,8.174375370063489
1590019562.0370095,501,10.68260624749627
1590019651.622101,551,10.204061584709624
1590019662.3108585,601,11.987579086924523
1590019750.7630286,651,10.852018044025382
1590019760.5236642,701,13.529887176568256
1590019851.0289822,751,17.154166029060434
1590019861.5606961,801,18.746376983932112
1590019959.034092,851,17.534621893893583
1590019969.9631526,901,17.141056686663966
1590020061.039283,951,17.6465909866102
1590020071.4657776,1001,12.628065675951511
1590020158.8663125,1051,11.811161379607869
1590020169.341934,1101,13.091958932241646
1590020257.685018,1151,12.969457198726797
1590020267.8355124,1201,15.812860933672184
1590020355.443819,1251,20.339181215131205
1590020365.922236,1301,19.584689857033847
1590020452.9780967,1351,21.51757710819478
1590020463.2053616,1401,24.157403002155473
1590020553.134859,1451,25.590981263165336
1590020563.7082806,1501,21.734543764483234
1590020650.4841664,1551,24.360152633598748
1590020660.4424546,1601,29.677545337420124
1590020749.5716689,1651,28.671685672427056
1590020759.3313198,1701,28.568450050716407
1590020848.3903828,1751,26.211729839906617
1590020858.3081336,1801,23.039730242550505
1590020946.2428484,1851,26.38089396973193
1590020956.9944627,1901,27.218595708975897
1590021044.481937,1951,27.215635190807358
1590021055.2872493,2001,27.883535230568793
1590021145.079135,2051,25.13930044265336
1590021154.7751665,2101,23.140598628334942
1590021244.1436367,2151,22.073143078794434
1590021255.2283506,2201,20.0532286974734
1590021342.5915296,2251,19.800904707409604
1590021352.8649273,2301,24.127775265304987
1590021443.205736,2351,29.159192691713795
1590021453.4866655,2401,34.443878782367115
1590021540.462114,2451,34.92703027843126
1590021550.5059235,2501,35.6267500341446
1590021638.2106614,2551,35.28432217484399
1590021648.4870968,2601,39.72179056085552
1590021735.9719775,2651,54.954185718041266
1590021746.0100493,2701,67.5841864931296
1590021832.7493482,2751,64.47175413511451
1590021842.8384533,2801,66.67197982053955
1590021931.2963376,2851,72.20212305569237
1590021941.1469483,2901,62.073432730173735
1590022030.4404461,2951,70.27972491534747
1590022041.2274525,3001,68.13065802387639
1590022127.2132106,3051,71.36193522716206
1590022136.9332225,3101,68.09146476568363
1590022227.2468774,3151,60.39138580746745
1590022237.7442346,3201,48.45905544596909
1590022324.9408712,3251,49.033471882425665
1590022335.3902311,3301,45.460145047832874
1590022420.8938038,3351,61.15690171734067
1590022431.2302294,3401,99.19460483770196
1590022520.585442,3451,102.05429235043347
1590022531.0690649,3501,132.36796563102203
1590022622.174282,3551,135.40280271503042
1590022632.3189466,3601,127.2864704419306
1590022719.772241,3651,117.52740444867558
1590022729.6893654,3701,136.0032679183381
1590022818.2372026,3751,137.76858002636698
1590022828.2454288,3801,146.2248457257425
1590022916.3415759,3851,138.40057125941814
1590023622.9177432,3801,120.48427008801866
1590023710.80809,3851,109.9212727539098
1590023720.0775108,3901,92.50251299830383
1590023809.7197454,3951,94.57273192326106
1590023819.9479449,4001,106.03480210092047
1590023909.1903832,4051,107.61710671737448
1590023919.880492,4101,112.04849854339224
1590024008.5971014,4151,131.32272104126994
1590024019.1147456,4201,186.50553670753212
1590024108.0778332,4251,285.08636051760794
1590024118.1687393,4301,332.2017460674926
1590024205.8220882,4351,331.82944657448184
1590024216.6892905,4401,326.64784767493325
1590024305.787787,4451,301.52170153660643
1590024316.0222387,4501,219.68968583421653
1590024404.0048132,4551,230.83751860176272
1590024413.930075,4601,236.20213606436658
1590024501.7926738,4651,251.66852054242904
1590024512.2491212,4701,237.43735024907306
1590024601.8532796,4751,349.3138681150073
1590024611.8923655,4801,487.371428353834
1590024703.6196387,4851,679.9130488846467
1590024714.1290774,4901,668.1171225066216
1590024804.7925391,4951,652.3095446634497
1590024815.0940206,5001,524.413732328613
1590024902.9118836,5051,328.41930313934415
1590024912.9438574,5101,141.03267539361585
1590025001.5785007,5151,144.32068394041244
1590025012.144505,5201,169.6065025995198
1590025100.2078881,5251,193.20929395857428
1590025109.965372,5301,248.4490214085591
1590025200.4931285,5351,262.63684004041335
1590025210.8288445,5401,264.4129421222893
1590025298.9884682,5451,265.890409526713
1590025309.7574868,5501,256.20738137695946
1590025399.100325,5551,221.32085152012266
1590025409.5868835,5601,300.3466645278968
1590025499.0870345,5651,298.67483905067246
1590025509.8545158,5701,351.9262282426323
1590025598.4676132,5751,365.1780537448301
1590025608.6345882,5801,375.2211321023319
1590025699.3186731,5851,308.4755881827594
1590025709.1570742,5901,352.72438508508475
1590025796.0914824,5951,306.8658621856624
1590025806.4291134,6001,286.89683323446695
1590025895.3768814,6051,272.0463394561336
1590025904.998535,6101,257.6929444773062
1590025998.299893,6151,231.54310369245832
1590026008.4443707,6201,202.87984895707413
1590026096.7543726,6251,248.90255981187613
1590026106.672266,6301,401.6431451894184
1590026196.281286,6351,462.5109685800368
1590026206.4749546,6401,463.75446305813443
1590026295.9990926,6451,497.72929368926685
1590026306.0774314,6501,466.6361247301292
1590026395.089299,6551,375.80876967253823
1590026404.839693,6601,396.9135063885308
1590026492.904272,6651,429.28356880616826
1590026503.0474699,6701,508.754840391597
1590026594.6958585,6751,626.0575021395084
1590026604.668296,6801,714.5250680995592
1590026693.32636,6851,876.5487041008441
1590026703.7202108,6901,831.7137669666408
1590026790.7291286,6951,794.8973679018641
1590026800.5817554,7001,790.7204520952065
1590026886.9806287,7051,886.6096537047603
1590026896.8496888,7101,648.184416008896
1590026986.7227328,7151,680.1593087267429
1590026996.6961071,7201,697.4313590271198
1590027084.7725465,7251,610.8843834235128
