Wall time,Step,Value
1590019003.1106946,1,6.10776763118241
1590019156.6969695,51,4.756232965459131
1590019166.6702812,101,4.598811367469037
1590019255.6877515,151,4.970275798071545
1590019265.5593355,201,5.054975148857409
1590019353.710278,251,5.380215467768019
1590019364.2112179,301,6.172295722763806
1590019453.2217407,351,9.719307856997638
1590019463.7509284,401,9.687529822391921
1590019552.1045823,451,9.009783487360245
1590019562.0370095,501,10.905928575195551
1590019651.622101,551,10.796623224935152
1590019662.3108585,601,12.605191078168916
1590019750.7630286,651,12.14034674770957
1590019760.5236642,701,13.839951846169111
1590019851.0289822,751,17.896972869108616
1590019861.5606961,801,16.199684112518902
1590019959.034092,851,15.489399981041366
1590019969.9631526,901,17.192849056711296
1590020061.039283,951,17.734599970374056
1590020071.4657776,1001,15.070160530185776
1590020158.8663125,1051,15.300966436475836
1590020169.341934,1101,13.947027084106773
1590020257.685018,1151,13.778784462127074
1590020267.8355124,1201,11.585086713173922
1590020355.443819,1251,19.363547590036486
1590020365.922236,1301,20.174523605879845
1590020452.9780967,1351,21.461503514114604
1590020463.2053616,1401,22.967875888141286
1590020553.134859,1451,23.030447912598284
1590020563.7082806,1501,21.341227266345403
1590020650.4841664,1551,26.987987274855328
1590020660.4424546,1601,26.733837136308534
1590020749.5716689,1651,28.5213183591673
1590020759.3313198,1701,31.510825452342747
1590020848.3903828,1751,24.75771616219776
1590020858.3081336,1801,23.14519045882105
1590020946.2428484,1851,26.091514241254657
1590020956.9944627,1901,27.991734171131384
1590021044.481937,1951,28.249712505490123
1590021055.2872493,2001,27.66788158840891
1590021145.079135,2051,25.550312504486524
1590021154.7751665,2101,23.600712797614477
1590021244.1436367,2151,21.711810968815982
1590021255.2283506,2201,23.59291836685346
1590021342.5915296,2251,18.70603521817467
1590021352.8649273,2301,25.37733032158979
1590021443.205736,2351,28.97574962165557
1590021453.4866655,2401,34.6712139906498
1590021540.462114,2451,35.25963400185957
1590021550.5059235,2501,35.89656257868867
1590021638.2106614,2551,36.34126502205575
1590021648.4870968,2601,40.29059415010741
1590021735.9719775,2651,54.6611980595856
1590021746.0100493,2701,65.58496529195567
1590021832.7493482,2751,65.21411082484504
1590021842.8384533,2801,65.58490297568929
1590021931.2963376,2851,71.17600146854159
1590021941.1469483,2901,62.91884657645576
1590022030.4404461,2951,68.46971070756385
1590022041.2274525,3001,65.98552008306265
1590022127.2132106,3051,72.23469753220813
1590022136.9332225,3101,67.23885311783854
1590022227.2468774,3151,58.5140505864
1590022237.7442346,3201,46.76692491811471
1590022324.9408712,3251,51.03358726309269
1590022335.3902311,3301,44.643718028452945
1590022420.8938038,3351,64.49763088839632
1590022431.2302294,3401,101.05070021116566
1590022520.585442,3451,102.34105583917798
1590022531.0690649,3501,131.0756334957216
1590022622.174282,3551,136.14565844497486
1590022632.3189466,3601,127.85041625162152
1590022719.772241,3651,118.11459729981725
1590022729.6893654,3701,135.71044150213626
1590022818.2372026,3751,140.10505004160683
1590022828.2454288,3801,146.63420760020048
1590022916.3415759,3851,138.03801428348515
1590023622.9177432,3801,119.08928285123912
1590023710.80809,3851,111.54694529828308
1590023720.0775108,3901,94.97262242662657
1590023809.7197454,3951,91.01263184263065
1590023819.9479449,4001,107.32606526627586
1590023909.1903832,4051,109.00150957118362
1590023919.880492,4101,112.65413517665957
1590024008.5971014,4151,131.1187279458369
1590024019.1147456,4201,188.23439409205633
1590024108.0778332,4251,288.2394530368299
1590024118.1687393,4301,330.5318022027819
1590024205.8220882,4351,330.96162382032765
1590024216.6892905,4401,325.02466894905245
1590024305.787787,4451,301.2797690422423
1590024316.0222387,4501,219.2644601435741
1590024404.0048132,4551,231.70643338937495
1590024413.930075,4601,236.55646672018077
1590024501.7926738,4651,251.51326547380825
1590024512.2491212,4701,238.89661983469955
1590024601.8532796,4751,349.7480508457087
1590024611.8923655,4801,486.2726663539958
1590024703.6196387,4851,678.8891491071739
1590024714.1290774,4901,668.2130254920246
1590024804.7925391,4951,652.2747793058878
1590024815.0940206,5001,525.5188190721583
1590024902.9118836,5051,327.7171478413417
1590024912.9438574,5101,140.97436080519793
1590025001.5785007,5151,146.25192208890243
1590025012.144505,5201,168.17661137014557
1590025100.2078881,5251,191.62951603480752
1590025109.965372,5301,248.7289984657438
1590025200.4931285,5351,262.37143036300614
1590025210.8288445,5401,263.44118830217417
1590025298.9884682,5451,265.2827060607299
1590025309.7574868,5501,255.21766919032828
1590025399.100325,5551,220.70158131704073
1590025409.5868835,5601,296.7530924863666
1590025499.0870345,5651,297.8165896058105
1590025509.8545158,5701,351.73679812672947
1590025598.4676132,5751,363.4196545329944
1590025608.6345882,5801,376.91290167429185
